name,latitude,longitude,state,artcc,type,updated
KSDRD,47.94178333333333,-87.42469444444446,MICHIGAN,ZWG,CN,06/05/2002
RUDVI,49.000277777777775,-105.0,,ZWG,RNAV,01/12/2015
GOVIT,49.544663888888884,-95.81560555555555,,ZWG,RNAV,01/15/2015
PRADA,49.42527777777777,-95.75777777777778,,ZWG,RP,VBI*VORTAC*264.00
DELGI,48.03583333333333,-88.77683333333333,MICHIGAN,ZWG,RNAV,12/02/2014
VOKUV,49.06574636111111,-95.16250419444445,,ZWG,RP,11/12/2016
NORAK,49.7385,-96.5245,,ZWG,RNAV,08/23/2017
